raw,sentids,split,filename,img_id
"[""A group of women all dressed in red with yellow flower pins."", ""A choir in red uniforms singing in front of a business."", ""A group of women wearing red all rally together."", ""Women wearing red and black are clapping."", ""Five women in red shirts clapping.""]","[69130, 69131, 69132, 69133, 69134]",train,3455405300.jpg,13826
"[""A black dog jumps at a ball held by a man wearing blue jeans, a blue striped shirt, and a dark blue jacket."", ""The black dog is jumping up at the yellow ball being held by the man."", ""A man blays with a black dog and a yellow ball."", ""Man playing with a dog with a yellow ball"", ""A man and a dog play with a yellow ball.""]","[69135, 69136, 69137, 69138, 69139]",train,3455419642.jpg,13827
"[""A man in a suit is painting a picture while outside, a clock can be seen in the background above the hedges."", ""A male artist painting a landscape in front of a crowd of people."", ""A man with a gray hat painting a scene of people in the park."", ""The backside of an old man painting a picture outside."", ""A man is painting a picture outside behind a crowd.""]","[69140, 69141, 69142, 69143, 69144]",train,3455431229.jpg,13828
"[""A woman sitting on the sand at the beach, with a furry animal in the foreground walking towards her."", ""A small furry brown dog is running on the shore of the ocean."", ""A brown dog running along the dirt shore of a stream"", ""Dog running away from woman on the seashore."", ""A small dog running on a beach.""]","[69145, 69146, 69147, 69148, 69149]",train,3455757720.jpg,13829
"[""A large tri-colored dog clears a green, yellow and white jump set up in the grass."", ""Brown dog jumping over a bar on a grassy field."", ""A brown dog jumping over an obstacle hurdle."", ""Brown dog jumping over a hurdle."", ""A dog jumps over a hurdle.""]","[69150, 69151, 69152, 69153, 69154]",train,3455898176.jpg,13830
"[""A black and white dog jumps a red and white hurdle on a lawn with other dogs and people."", ""A black and white dog is jumping over a fence in an obstacle course."", ""A black and white dog in midair over a hurdle."", ""A dog jumps over a red and white gate."", ""The dog jumps over an obstacle.""]","[69155, 69156, 69157, 69158, 69159]",train,3455920874.jpg,13831
"[""A young woman dressed as a princess is waving to others from inside a ride where the carriage is a large replica of the Disney character, Dumbo."", ""At Disney World, Princess Aurora is riding the flying Dumbo ride."", ""A woman dressed as a princess rides an elephant carnival ride."", ""A woman is waving to the crowd as she rides a roller coaster."", ""A princess is riding a ride at Disneyland.""]","[69160, 69161, 69162, 69163, 69164]",train,3455964125.jpg,13832
"[""A young boy wearing blue jeans, a green shirt and an orange jacket is sitting on a rug in front of a wooden chest is putting on a tennis shoe with a green couch in the background."", ""A young 5 year old boy puts on his right shoe and begins his day of preschool."", ""A young boy in an orange hoodie and jeans inside a room putting on his shoes."", ""A young boy is sitting on the floor putting on his sneaker."", ""A young boy puts on his sneakers.""]","[69165, 69166, 69167, 69168, 69169]",train,3456075050.jpg,13833
"[""A person flies through the air while riding an off-road vehicle on a dirt road."", ""A person riding a four wheel ATV over a jump."", ""Person on four wheeler does a midair stunt."", ""A quad launches from a dirt jump."", ""A man is riding an ATV over a hill""]","[69170, 69171, 69172, 69173, 69174]",train,3456251289.jpg,13834
"[""A little girl climbs up a rock climbing jungle gym at a park."", ""The little girl is climbing a wall in the park barefoot."", ""A young child climbing a rock wall at a playground."", ""A barefoot child climbs at the jungle gym."", ""Girl climbing on a climbing wall""]","[69175, 69176, 69177, 69178, 69179]",train,3456362961.jpg,13835
"[""A child sleeping on the concrete on some sort of blanket covered with coats."", ""A little girl is sleeping on a dirty floor with a pink jacket as a blanket."", ""A homeless child asleep on the street trying to stay warm."", ""A little girl asleep on the street next to a change bowl."", ""A young child sleeps under a pink jacket, on the ground.""]","[69180, 69181, 69182, 69183, 69184]",train,3456374189.jpg,13836
"[""A couple embrace and kiss on the sidewalk in front of a parked limo as a pedestrian walks by them."", ""Two people are kissing on a sidewalk in front of a limo while people walk by."", ""A couple kissing in front of a black Mercedes Benz limousine"", ""Man and woman kissing on sidewalk next to a parked car."", ""A high class woman kissing a man.""]","[69185, 69186, 69187, 69188, 69189]",test,3456488632.jpg,13837
"[""A skateboarder is airborne between a white building and an American flag."", ""A young skateboarder jumping a trick in the air."", ""Man jumping with a skateboard in a parking lot."", ""A skateboarder in midair while doing a jump."", ""The skateboarder is jumping in the air.""]","[69190, 69191, 69192, 69193, 69194]",train,3456579559.jpg,13838
"[""Brown and white dog is trotting across dirt with trees in the background."", ""A dog with floppy ears walking towards the camera in the woods."", ""A shaggy dog walks on a dirt road in a forest in winter."", ""A brown and white dog is walking on a woodland path."", ""There is a brown and white dog running over dirt.""]","[69195, 69196, 69197, 69198, 69199]",train,345684566.jpg,13839
"[""This man is wearing green and black equipment to ride his dirt bike."", ""A motocross racer in green and a helmet racing in the dirt."", ""A person in a black and green outfit is riding a bicycle."", ""A man in green and black gets muddy on a dirt bike."", ""Man in green uniform riding dirt bike""]","[69200, 69201, 69202, 69203, 69204]",train,3456862740.jpg,13840
"[""A woman holding a microphone speaks to a man wearing a white shirt."", ""A woman with a microphone from CBS is asking a man a question."", ""A woman from CBS talking to a man in a white shirt."", ""A woman with a mic interviews the soccer player."", ""A woman interviews a man.""]","[69205, 69206, 69207, 69208, 69209]",train,3457210101.jpg,13841
"[""The black and white furry dog jumps over a low pole in a grassy area."", ""A furry black and white dog jumps over a bar during an agility test."", ""A black and white shaggy dog is jumping over a red and white hurdle."", ""A bearded collie jumps over bars at an agility test course."", ""A black and white dog jumps over a pole.""]","[69210, 69211, 69212, 69213, 69214]",train,3457315666.jpg,13842
"[""A little girl is sitting on the shoulder of a man wearing a black cap."", ""The man is carrying a young girl with pigtails on his shoulders."", ""A man in a black hat holds a small girl on his shoulders."", ""The little girl is riding on the man's shoulders."", ""The man carries a small girl on his shoulders.""]","[69215, 69216, 69217, 69218, 69219]",train,3457364788.jpg,13843
"[""Little boy in green tube smilling with his hair sticking up he has on a black and blue striped shirt and tennis shoes."", ""Little boy sitting in a green tunnel with a smile on his face."", ""Small boy in striped shirt sliding out of green tube"", ""A young boy is sitting in a green tunnel"", ""A boy emerging from a green slide""]","[69220, 69221, 69222, 69223, 69224]",train,3457455611.jpg,13844
"[""The young girl is swinging on a swing, and her hair is flying out behind her."", ""A young girl wearing a blue sweatshirt smiles as her hair is up in the air."", ""A little girl with red-hair and a teal tracksuit on a swing."", ""A little girl swings while her hair flies in the wind."", ""A redheaded girl with a turquoise jacket is swinging.""]","[69225, 69226, 69227, 69228, 69229]",train,3457460673.jpg,13845
"[""A older man skiing down a mountain on a clear day"", ""A downhill skier in black pants and jacket."", ""A guy skiing down the snowy slope."", ""A man skiing down a snowy hill."", ""A man in blue skiing downhill.""]","[69230, 69231, 69232, 69233, 69234]",train,3457572788.jpg,13846
"[""A young girl in a red top is running through a grassy area with large buildings in the background."", ""A young girl is flying a kite in a field beside a lot of buildings."", ""Young girl in red top and striped pants running with a kite."", ""The child is running through the grassy field."", ""A little girl in a red shirt pulls a kite.""]","[69235, 69236, 69237, 69238, 69239]",train,3457604528.jpg,13847
"[""A man is getting ready to throw a bowling ball in a bowling alley."", ""A young man about to throw a red bowling ball down the lane"", ""Man bowling in a dimly lit bowling alley."", ""A man bowls with a red bowling ball."", ""A man bowls with a red ball.""]","[69240, 69241, 69242, 69243, 69244]",train,3457784061.jpg,13848
"[""A schoolgirl in glasses and a gray jumper with a red tie runs through an outdoor fountain while four friends watch."", ""A young girl in her school uniform dances in a water sculpture in the middle of a crowded public square."", ""A girl in uniform running through the water fountain gushing water from the tiles."", ""A young Asian girl is running through sprinklers in a fountain."", ""Schoolgirl playing in a fountain.""]","[69245, 69246, 69247, 69248, 69249]",train,3457794471.jpg,13849
